file,class,type,cbo,lcom
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Lists.java,com.google.common.collect.Lists$TwoPlusArrayList,innerclass,7,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\FluentFutureTest.java,com.google.common.util.concurrent.FluentFutureTest$Anonymous5,anonymous,0,0
C:\JavaProjects\guava-master\guava-master\guava-tests\benchmark\com\google\common\hash\HashCodeBenchmark.java,com.google.common.hash.HashCodeBenchmark$EqualsImplementation,enum,1,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\FluentFutureTest.java,com.google.common.util.concurrent.FluentFutureTest$Anonymous6,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Iterators.java,com.google.common.collect.Iterators$ArrayItr,innerclass,6,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\TablesTransformValuesRowMapTest.java,com.google.common.collect.TablesTransformValuesRowMapTest,class,4,3
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\hash\AbstractNonStreamingHashFunctionTest.java,com.google.common.hash.AbstractNonStreamingHashFunctionTest$StreamingVersion$Anonymous1,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\JSR166TestCase.java,com.google.common.util.concurrent.JSR166TestCase$CallableOne,innerclass,0,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\io\ByteStreamsTest.java,com.google.common.io.ByteStreamsTest$TestByteProcessor,innerclass,2,0
C:\JavaProjects\guava-master\guava-master\guava-tests\benchmark\com\google\common\base\LazyStackTraceBenchmark.java,com.google.common.base.LazyStackTraceBenchmark,class,7,1
C:\JavaProjects\guava-master\guava-master\guava-testlib\src\com\google\common\testing\ClassSanityTester.java,com.google.common.testing.ClassSanityTester$FactoryMethodReturnValueTester,innerclass,7,15
C:\JavaProjects\guava-master\guava-master\guava-tests\benchmark\com\google\common\util\concurrent\MoreExecutorsDirectExecutorBenchmark.java,com.google.common.util.concurrent.MoreExecutorsDirectExecutorBenchmark$Anonymous3,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\InternersTest.java,com.google.common.collect.InternersTest,class,7,55
