file,class,type,cbo,lcom
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\util\datetime\FormatCache.java,org.apache.logging.log4j.core.util.datetime.FormatCache,class,3,28
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-1.2-api\src\test\java\org\apache\log4j\CallerInformationTest.java,org.apache.log4j.CallerInformationTest,class,6,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\config\builder\api\LoggableComponentBuilder.java,org.apache.logging.log4j.core.config.builder.api.LoggableComponentBuilder,interface,4,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api\src\main\java\org\apache\logging\log4j\message\FlowMessage.java,org.apache.logging.log4j.message.FlowMessage,interface,1,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\appender\HttpURLConnectionManager.java,org.apache.logging.log4j.core.appender.HttpURLConnectionManager,class,10,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\test\java\org\apache\logging\log4j\core\util\ShutdownCallbackRegistryTest.java,org.apache.logging.log4j.core.util.ShutdownCallbackRegistryTest$Registry$Anonymous1,anonymous,0,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\test\java\org\apache\logging\log4j\core\LoggerUpdateTest.java,org.apache.logging.log4j.core.LoggerUpdateTest,class,9,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\layout\internal\ListChecker.java,org.apache.logging.log4j.core.layout.internal.ListChecker$NoopChecker,innerclass,1,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableMessage.java,org.apache.logging.log4j.message.ReusableMessage,interface,3,3
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\test\java\org\apache\logging\log4j\core\appender\InMemoryAppenderTest.java,org.apache.logging.log4j.core.appender.InMemoryAppenderTest,class,7,6
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-perf-test\src\main\java\org\apache\logging\log4j\ThreadContextBenchmarkAccess.java,org.apache.logging.log4j.ThreadContextBenchmarkAccess,class,0,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\main\java\org\apache\logging\log4j\core\test\categories\Scripts.java,org.apache.logging.log4j.core.test.categories.Scripts,interface,0,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\test\java\org\apache\logging\log4j\core\appender\db\jdbc\JdbcAppenderHsqldbDataSourceTest.java,org.apache.logging.log4j.core.appender.db.jdbc.JdbcAppenderHsqldbDataSourceTest,class,3,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api-test\src\test\java\org\apache\logging\log4j\util\LegacyPropertiesCompatibilityTest.java,org.apache.logging.log4j.util.LegacyPropertiesCompatibilityTest,class,2,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\parser\AbstractJacksonLogEventParser.java,org.apache.logging.log4j.core.parser.AbstractJacksonLogEventParser,class,7,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\config\plugins\convert\TypeConverters.java,org.apache.logging.log4j.core.config.plugins.convert.TypeConverters$DoubleConverter,innerclass,2,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-test\src\test\java\org\apache\logging\log4j\core\async\AsyncLoggerClassLoadDeadlockTest.java,org.apache.logging.log4j.core.async.AsyncLoggerClassLoadDeadlockTest,class,5,1
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api\src\main\java\org\apache\logging\log4j\message\MapMessage.java,org.apache.logging.log4j.message.MapMessage,class,19,728
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-perf-test\src\main\java\org\apache\logging\log4j\perf\jmh\instant\InstantPatternFormatterImpactBenchmark.java,org.apache.logging.log4j.perf.jmh.instant.InstantPatternFormatterImpactBenchmark,class,15,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core-its\src\test\java\org\apache\logging\log4j\core\async\perftest\AbstractRunQueue.java,org.apache.logging.log4j.core.async.perftest.AbstractRunQueue,class,3,3
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-1.2-api\src\test\java\org\apache\log4j\NDCTest.java,org.apache.log4j.NDCTest,class,2,3
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api\src\main\java\org\apache\logging\log4j\message\LocalizedMessageFactory.java,org.apache.logging.log4j.message.LocalizedMessageFactory,class,5,0
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-api\src\main\java\org\apache\logging\log4j\ThreadContext.java,org.apache.logging.log4j.ThreadContext$NoOpThreadContextStack,innerclass,1,15
C:\JavaProjects\logging-log4j2-2.x\logging-log4j2-2.x\log4j-core\src\main\java\org\apache\logging\log4j\core\layout\TextEncoderHelper.java,org.apache.logging.log4j.core.layout.TextEncoderHelper,class,5,78
